chr,category,startpos,endpos,sample_count,fragment_count,total_fragment_size_bp
11,4,42259731,48238421,1,1,5978690
11,5,42259731,48328644,1,1,6068913
11,3,43340429,55322539,1,1,11982110
11,3,43340429,55905078,1,1,12564649
11,4,43340429,44940828,1,1,1600399
11,3,43343072,44297054,1,1,953982
11,3,43343072,44297253,1,1,954181
11,3,43343072,48511315,1,1,5168243
11,4,43351908,48328644,1,1,4976736
11,4,43351908,58207204,1,1,14855296
11,3,44096115,45226271,1,1,1130156
11,3,44098969,46685514,1,1,2586545
11,3,44585920,48166267,1,1,3580347
11,3,44931397,48238421,1,1,3307024
11,3,44931397,48328644,1,1,3397247
11,3,44950703,55406022,1,1,10455319
11,3,45230443,48157869,1,1,2927426
11,2,45230862,48388782,1,1,3157920
11,3,45230862,51411460,1,1,6180598
11,3,46686260,48157869,1,1,1471609
11,2,46889713,48286256,1,1,1396543
11,2,46890165,47436531,1,1,546366
11,3,47204175,48347067,1,1,1142892
11,4,47380340,48285856,1,1,905516
11,2,47440758,49080616,1,1,1639858
11,3,47440758,55541098,1,1,8100340
11,3,47834346,48346729,1,1,512383
11,3,47834346,49597799,1,1,1763453
11,3,47834346,55371807,1,1,7537461
11,3,47857168,51459057,1,1,3601889
11,3,48145375,51411460,1,1,3266085
11,5,48145375,48266582,1,1,121207
11,2,48184983,59623433,1,1,11438450
11,3,48184983,48388782,1,1,203799
11,3,48184983,48510777,1,1,325794
11,5,48184983,48388717,1,1,203734
11,3,48238549,55322298,1,1,7083749
11,4,48238549,65868310,1,1,17629761
11,4,48286231,48510777,1,1,224546
11,3,48286256,48366958,1,1,80702
11,3,48286256,48388657,1,1,102401
11,2,48328644,48347100,1,1,18456
11,3,48328644,48347067,1,1,18423
11,2,48346729,49080616,1,1,733887
11,3,48346729,48387850,1,1,41121
11,3,48346729,48388583,1,1,41854
11,3,48346729,48997592,1,1,650863
11,3,48346729,49974371,1,1,1627642
11,3,48346729,51516257,1,1,3169528
11,4,48346729,48388782,1,1,42053
11,4,48346729,48510654,1,1,163925
11,3,48346791,48388717,1,1,41926
11,4,48346791,49075605,1,1,728814
11,2,48346961,48347306,1,1,345
11,2,48346961,48387850,1,1,40889
11,2,48346961,48388717,1,1,41756
11,2,48346961,48510777,1,1,163816
11,2,48346961,49059362,1,1,712401
11,2,48346961,49227620,1,1,880659
11,3,48346961,49080616,1,1,733655
11,3,48346961,49598209,1,1,1251248
11,3,48346961,49974371,1,1,1627410
11,3,48346961,50003191,1,1,1656230
11,5,48346961,48387850,1,1,40889
11,3,48346962,48388782,1,1,41820
11,4,48346962,48388782,1,1,41820
11,3,48347014,48387850,1,1,40836
11,3,48347014,48388583,1,1,41569
11,4,48347014,48388717,1,1,41703
11,3,48347023,48387490,1,1,40467
11,3,48347023,48388782,1,1,41759
11,3,48347023,48510654,1,1,163631
11,4,48347023,48388782,1,1,41759
11,3,48347067,48388782,1,1,41715
11,3,48347067,49170334,1,1,823267
11,3,48347067,49372872,1,1,1025805
11,3,48347067,49597799,1,1,1250732
11,4,48347067,48388657,1,1,41590
11,4,48347067,48510654,1,1,163587
11,3,48347100,49000558,1,1,653458
11,4,48347100,48388782,1,1,41682
11,2,48347267,48388782,1,1,41515
11,3,48347306,48388583,1,1,41277
11,2,48366895,48510777,1,1,143882
11,3,48366895,48388782,1,1,21887
11,3,48366895,48510654,1,1,143759
11,3,48366895,57509429,1,1,9142534
11,3,48373936,48388717,1,1,14781
11,2,48387490,58478084,1,1,10090594
11,1,48387737,57137371,1,1,8749634
11,2,48387737,48388782,1,1,1045
11,2,48387737,57971201,1,1,9583464
11,3,48387737,55135435,1,1,6747698
11,3,48387737,55135689,1,1,6747952
11,2,48387757,48388782,1,1,1025
11,1,48388583,48388782,1,1,199
11,2,48388583,48388782,1,1,199
11,3,48388583,56185689,1,1,7797106
11,3,48388583,57958497,1,1,9569914
11,4,48388583,48388782,1,1,199
11,5,48388583,48388782,1,1,199
11,5,48388641,50246956,1,1,1858315
11,2,48388717,49974371,1,1,1585654
11,3,48388717,49598178,1,1,1209461
11,2,48388782,51411460,1,1,3022678
11,5,48453799,49598209,1,1,1144410
11,5,48453799,51515460,1,1,3061661
11,3,48454377,68382560,1,1,19928183
11,1,48510435,49214499,1,1,704064
11,2,48510435,49214499,1,1,704064
11,2,48510435,49597799,1,1,1087364
11,2,48510654,57799371,1,1,9288717
11,2,48510654,129784966,1,1,81274312
11,3,48510654,49145048,1,1,634394
11,3,48510654,49974371,1,1,1463717
11,3,48510654,55340379,1,1,6829725
11,3,48510654,57996312,1,1,9485658
11,4,48510654,49813519,1,1,1302865
11,4,48510654,56510672,1,1,8000018
11,5,48510654,58034543,1,1,9523889
11,5,48510654,65211979,1,1,16701325
11,3,48997278,113856681,1,1,64859403
11,4,48997334,74555056,1,1,25557722
11,1,49077012,49329552,1,1,252540
11,3,49080616,76427823,1,1,27347207
11,3,49145838,50003191,1,1,857353
11,2,49598178,56185159,1,1,6586981
11,2,49598178,57996312,1,1,8398134
11,2,50003191,58190747,1,1,8187556
11,2,51459010,51516257,1,1,57247
11,3,51459199,63988102,1,1,12528903
11,3,51516036,55798152,1,1,4282116
11,4,51516036,55798152,1,1,4282116
11,5,55111500,58978940,1,1,3867440
11,2,55322211,55606818,1,1,284607
11,3,55322211,57957960,1,1,2635749
11,3,55322539,57983194,1,1,2660655
11,5,55322638,59132882,1,1,3810244
11,5,55418693,59132882,1,1,3714189
11,4,55563336,55860780,1,1,297444
11,2,55656483,56000403,1,1,343920
11,1,55735808,55761738,1,1,25930
11,2,55761256,56019644,1,1,258388
11,2,55860780,63487386,1,1,7626606
11,3,55860780,57118472,1,1,1257692
11,4,55872876,55926840,1,1,53964
11,6,56000403,59132882,1,1,3132479
11,2,56000600,56086147,1,1,85547
11,2,56185327,57983194,1,1,1797867
11,3,56237410,60783135,1,1,4545725
11,3,56467833,64124980,1,1,7657147
11,3,56508525,64563934,1,1,8055409
11,2,56510623,108006047,1,1,51495424
11,3,56949691,134856661,1,1,77906970
11,4,57004344,82893488,1,1,25889144
11,2,57077464,134856661,1,1,77779197
11,3,57137296,63668557,1,1,6531261
11,3,57137424,134856661,1,1,77719237
11,5,57563991,72295906,1,1,14731915
11,4,57571232,61658629,1,1,4087397
11,5,57971201,61719387,1,1,3748186
11,3,57982584,114314972,1,1,56332388
11,6,57982896,114401577,1,1,56418681
11,3,57996084,114401577,1,1,56405493
11,5,57996084,114401577,1,1,56405493
11,3,58034543,114421711,1,1,56387168
11,6,58125620,59224720,1,1,1099100
11,3,58126305,66358126,1,1,8231821
11,3,58126305,66406070,1,1,8279765
11,3,58170143,58207204,1,1,37061
11,2,58377558,58715285,1,1,337727
11,3,58377558,58480155,1,1,102597
11,3,58377558,58715285,1,1,337727
11,2,58892558,60559805,1,1,1667247
11,2,58978940,134856661,1,1,75877721
11,4,59056153,60310083,1,1,1253930
11,6,59056153,60265002,1,1,1208849
11,3,59132798,61658629,1,1,2525831
11,7,59189405,77639345,1,1,18449940
11,7,59189405,84822798,1,1,25633393
11,8,59189405,83878075,1,1,24688670
11,5,59224765,65868310,1,1,6643545
11,3,59830103,61490486,1,1,1660383
11,7,60268679,67957518,1,1,7688839
11,2,60291413,60531346,1,1,239933
11,4,60784934,65349037,1,1,4564103
11,4,61404336,114401577,1,1,52997241
11,2,61572273,66010633,1,1,4438360
11,3,61624414,66031660,1,1,4407246
11,3,61687674,64602782,1,1,2915108
11,7,61722645,68530318,1,1,6807673
11,2,62190448,62652779,1,1,462331
11,2,62287828,62299945,1,1,12117
11,3,62416636,62459994,1,1,43358
11,3,63278621,65481166,1,1,2202545
11,4,63400493,65481166,1,1,2080673
11,3,63531175,65481166,1,1,1949991
11,3,63884027,65628334,1,1,1744307
11,3,63991581,89073414,1,1,25081833
11,2,64421184,65810209,1,1,1389025
11,3,64605584,106579204,1,1,41973620
11,2,64679362,65389890,1,1,710528
11,2,64948277,65178620,1,1,230343
11,3,64948277,65481166,1,1,532889
11,3,65211979,65481166,1,1,269187
11,7,65222952,66481264,1,1,1258312
11,4,65349063,66837965,1,1,1488902
11,3,65547333,78128797,1,1,12581464
11,3,65623739,77605501,1,1,11981762
11,6,65985000,68549340,1,1,2564340
11,8,65985000,67264679,1,1,1279679
11,3,66358126,68855363,1,1,2497237
11,4,66358126,69588729,1,1,3230603
11,8,66610645,67399970,1,1,789325
11,5,66963685,67782947,1,1,819262
11,2,67160961,68530318,1,1,1369357
11,3,67164791,67205978,1,1,41187
11,3,67164791,67434416,1,1,269625
11,3,67209515,67432854,1,1,223339
11,8,67352256,71952154,1,1,4599898
11,7,67400622,83810113,1,1,16409491
11,4,67786398,83810113,1,1,16023715
11,8,67814979,68131167,1,1,316188
11,6,68030015,84822798,1,1,16792783
11,3,68530257,68658836,1,1,128579
11,5,68530257,68658836,1,1,128579
11,5,68548260,77850517,1,1,9302257
11,7,68566839,114314972,1,1,45748133
11,3,68658686,68704264,1,1,45578
11,2,68840160,69978265,1,1,1138105
11,4,68855197,77335982,1,1,8480785
11,2,69063136,74546905,1,1,5483769
11,3,69462910,77051683,1,1,7588773
11,8,69489422,70798902,1,1,1309480
11,3,69589929,73882260,1,1,4292331
11,3,69998470,92599851,1,1,22601381
11,3,69999102,73076590,1,1,3077488
11,5,70281845,71734211,1,1,1452366
11,3,70343043,71634481,1,1,1291438
11,2,70666499,71634481,1,1,967982
11,3,70666499,71634481,1,1,967982
11,6,70794485,71706455,1,1,911970
11,3,71279902,71941812,1,1,661910
11,3,71280031,72288599,1,1,1008568
11,8,72281818,86111700,1,1,13829882
11,4,72296700,84822798,1,1,12526098
11,5,72308781,74022429,1,1,1713648
11,3,72411082,76979465,1,1,4568383
11,2,72788686,74994352,1,1,2205666
11,3,72788686,78437352,1,1,5648666
11,3,72788686,102567207,1,1,29778521
11,3,73020058,114315188,1,1,41295130
11,6,74047683,75277992,1,1,1230309
11,3,74085420,74676794,1,1,591374
11,3,74085420,118888619,1,1,44803199
11,3,74109166,114401577,1,1,40292411
11,3,74408384,79133220,1,1,4724836
11,3,74431277,124095884,1,1,49664607
11,4,74431277,75277628,1,1,846351
11,4,74555056,75277757,1,1,722701
11,4,74559446,114270604,1,1,39711158
11,3,74700896,114401577,1,1,39700681
11,2,74995226,111978347,1,1,36983121
11,4,75378674,76979465,1,1,1600791
11,3,75902571,89405190,1,1,13502619
11,3,75902571,114315188,1,1,38412617
11,3,76248821,114401577,1,1,38152756
11,4,76248821,114401577,1,1,38152756
11,4,76248821,114421711,1,1,38172890
11,4,76248821,134856661,1,1,58607840
11,2,76371418,76922946,1,1,551528
11,3,76430585,76901273,1,1,470688
11,2,76637651,76853783,1,1,216132
11,3,76901927,114027277,1,1,37125350
11,4,76917165,114421711,1,1,37504546
11,2,76944015,134856661,1,1,57912646
11,4,77335982,78277277,1,1,941295
11,5,77335982,78277277,1,1,941295
11,3,77389020,77595717,1,1,206697
11,4,77389020,78372536,1,1,983516
11,4,77605501,82443672,1,1,4838171
11,3,77635882,77907744,1,1,271862
11,6,77671281,84822798,1,1,7151517
11,3,77674438,114421711,1,1,36747273
11,4,77674438,88911696,1,1,11237258
11,4,77909014,89903334,1,1,11994320
11,3,77920500,78128797,1,1,208297
11,2,78180179,82535963,1,1,4355784
11,2,78180179,86650282,1,1,8470103
11,3,78482010,111404684,1,1,32922674
11,2,78482113,91545212,1,1,13063099
11,2,82625814,85627108,1,1,3001294
11,4,82921538,114273673,1,1,31352135
11,3,83878075,114421711,1,1,30543636
11,5,83878075,114273673,1,1,30395598
11,3,83962251,85966177,1,1,2003926
11,3,84822798,111754574,1,1,26931776
11,3,85366671,85966177,1,1,599506
11,3,85366762,91545212,1,1,6178450
11,3,85366762,93402096,1,1,8035334
11,3,85366762,134856661,1,1,49489899
11,4,85366762,91545212,1,1,6178450
11,2,85671702,86650282,1,1,978580
11,2,85671702,114401611,1,1,28729909
11,2,85737365,108009660,1,1,22272295
11,8,86123467,114315188,1,1,28191721
11,3,86868278,89402687,1,1,2534409
11,3,86868278,100168289,1,1,13300011
11,3,87032215,89224326,1,1,2192111
11,3,87032215,89224453,1,1,2192238
11,3,88925242,89443429,1,1,518187
11,3,89088168,94225807,1,1,5137639
11,1,89372210,89413975,1,1,41765
11,1,89402557,89896457,1,1,493900
11,1,89405190,89413975,1,1,8785
11,3,89405190,89413975,1,1,8785
11,1,89407391,89424716,1,1,17325
11,4,89407391,89424716,1,1,17325
11,3,89424716,101344177,1,1,11919461
11,3,89443429,114315188,1,1,24871759
11,4,89443808,114318659,1,1,24874851
11,3,89867872,89868755,1,1,883
11,3,89903405,134856661,1,1,44953256
11,3,92088177,114401611,1,1,22313434
11,3,92088177,114421711,1,1,22333534
11,2,92532677,114401577,1,1,21868900
11,5,92714801,93913458,1,1,1198657
11,3,93408831,114401611,1,1,20992780
11,7,94113288,104971233,1,1,10857945
11,3,94225920,102477515,1,1,8251595
11,5,99941322,102650246,1,1,2708924
11,2,100226773,102495998,1,1,2269225
11,3,101344177,114315188,1,1,12971011
11,3,101344177,114393652,1,1,13049475
11,2,101347093,102495998,1,1,1148905
11,3,102323160,103175497,1,1,852337
11,3,102487496,114401577,1,1,11914081
11,3,102562700,102735103,1,1,172403
11,3,102562700,102825091,1,1,262391
11,3,102567626,134856707,1,1,32289081
11,2,102735140,108385251,1,1,5650111
11,2,103029516,109964257,1,1,6934741
11,2,103229027,103229110,1,1,83
11,2,103229173,104869582,1,1,1640409
11,3,103229188,114315188,1,1,11086000
11,3,103780455,134856661,1,1,31076206
11,3,103818344,114315188,1,1,10496844
11,2,103870755,134856661,1,1,30985906
11,4,103870755,104971210,1,1,1100455
11,5,103870755,104872981,1,1,1002226
11,2,104869708,107904646,1,1,3034938
11,3,104877803,113576932,1,1,8699129
11,3,104972190,112064431,1,1,7092241
11,3,104972190,116629905,1,1,11657715
11,2,105844923,114421711,1,1,8576788
11,3,106579204,114401577,1,1,7822373
11,3,106697172,114393652,1,1,7696480
11,3,106697172,134856661,1,1,28159489
11,5,107381533,114401611,1,1,7020078
11,3,107917087,114421799,1,1,6504712
11,2,108014799,113233059,1,1,5218260
11,2,108014799,134856661,1,1,26841862
11,3,108412369,113706122,1,1,5293753
11,3,110023628,113860555,1,1,3836927
11,2,110050502,111230529,1,1,1180027
11,3,110050502,110453250,1,1,402748
11,2,110128994,114401611,1,1,4272617
11,3,111405120,114401577,1,1,2996457
11,3,111724133,113570405,1,1,1846272
11,3,111781047,114421711,1,1,2640664
11,2,112040027,114315188,1,1,2275161
11,2,112088499,113846006,1,1,1757507
11,3,112984037,117693255,1,1,4709218
11,2,113076982,114421773,1,1,1344791
11,3,113076982,114270604,1,1,1193622
11,2,113283459,134856661,1,1,21573202
11,2,113609854,114421861,1,1,812007
11,3,113712526,114569054,1,1,856528
11,2,113813613,114421861,1,1,608248
11,2,113846006,114441943,1,1,595937
11,3,114027277,114422003,1,1,394726
11,2,114393652,114421861,1,1,28209
11,3,114393652,114550334,1,1,156682
11,1,114401577,114421773,1,1,20196
11,2,114401577,114421773,1,1,20196
11,2,114401577,114550334,1,1,148757
11,1,114421698,114421773,1,1,75
11,1,114421698,114421799,1,1,101
11,1,114421698,114422003,1,1,305
11,2,114421698,114421799,1,1,101
11,2,114421698,114421962,1,1,264
11,2,114421698,114550334,1,1,128636
11,2,114421698,116633825,1,1,2212127
11,3,114421698,114421817,1,1,119
11,4,114421698,114421773,1,1,75
11,4,114421698,114422003,1,1,305
11,2,114421705,114421773,1,1,68
11,2,114421721,114422003,1,1,282
11,3,114421799,114550334,1,1,128535
11,3,114421799,117698762,1,1,3276963
11,4,114421799,114422003,1,1,204
11,2,114421857,134241094,1,1,19819237
11,3,114421861,134856661,1,1,20434800
11,2,114421895,114441943,1,1,20048
11,3,114421895,114550334,1,1,128439
11,3,114421895,116631391,1,1,2209496
11,3,114421895,117099025,1,1,2677130
11,3,114421895,134257766,1,1,19835871
11,3,114421895,134856661,1,1,20434766
11,4,114421895,117163824,1,1,2741929
11,2,114421927,134856707,1,1,20434780
11,3,114421927,134856707,1,1,20434780
11,5,114421927,134856707,1,1,20434780
11,3,114421962,116732856,1,1,2310894
11,3,114421967,124294236,1,1,9872269
11,3,114421967,124294377,1,1,9872410
11,4,114421967,120530973,1,1,6109006
11,2,114441936,117090558,1,1,2648622
11,2,114441936,118175540,1,1,3733604
11,2,114441936,118183611,1,1,3741675
11,2,114441936,118185140,1,1,3743204
11,2,114441936,130775688,1,1,16333752
11,3,114441936,118622744,1,1,4180808
11,3,114441936,119052826,1,1,4610890
11,3,114441936,134856661,1,1,20414725
11,5,114441936,134856661,1,1,20414725
11,3,114441943,118769032,1,1,4327089
11,3,114441943,119879488,1,1,5437545
11,3,114441943,123676413,1,1,9234470
11,3,114441943,124095414,1,1,9653471
11,3,114441943,134856707,1,1,20414764
11,6,114441943,134856661,1,1,20414718
11,5,114453389,131781634,1,1,17328245
11,2,114465526,117698762,1,1,3233236
11,2,114465526,118362414,1,1,3896888
11,3,114465526,131781634,1,1,17316108
11,3,114465526,134856661,1,1,20391135
11,7,114550334,128868239,1,1,14317905
11,8,114550334,129306648,1,1,14756314
11,4,114568942,134856661,1,1,20287719
11,3,114569054,128333503,1,1,13764449
11,3,114569054,134856661,1,1,20287607
11,3,114574819,128333503,1,1,13758684
11,3,114574819,134856661,1,1,20281842
11,3,116628396,119879425,1,1,3251029
11,5,116629905,119252199,1,1,2622294
11,3,116631391,119879425,1,1,3248034
11,3,116633825,134856661,1,1,18222836
11,3,116654435,134856661,1,1,18202226
11,3,116824620,125851272,1,1,9026652
11,2,117095361,134856661,1,1,17761300
11,3,117100594,122678728,1,1,5578134
11,4,117241760,121475922,1,1,4234162
11,3,117988223,120107411,1,1,2119188
11,3,117988223,120198093,1,1,2209870
11,2,118185140,118915944,1,1,730804
11,2,118209960,118889822,1,1,679862
11,3,118625609,134856661,1,1,16231052
11,4,118828184,118898319,1,1,70135
11,2,118890022,130773076,1,1,11883054
11,3,118899218,122680599,1,1,3781381
11,2,118919132,134856661,1,1,15937529
11,3,119054488,134856661,1,1,15802173
11,3,119155618,124252750,1,1,5097132
11,7,119291403,121037554,1,1,1746151
11,3,119879488,134856661,1,1,14977173
11,3,119879579,134856661,1,1,14977082
11,2,120173175,134856661,1,1,14683486
11,2,120276903,134856661,1,1,14579758
11,2,120355230,125891269,1,1,5536039
11,3,120690372,134251777,1,1,13561405
11,3,121478958,134251777,1,1,12772819
11,3,122680599,130784647,1,1,8104048
11,4,122709178,134856661,1,1,12147483
11,2,123596703,124120821,1,1,524118
11,3,123753803,124875124,1,1,1121321
11,3,123778031,124956217,1,1,1178186
11,1,124095525,124120821,1,1,25296
11,3,124121199,134856661,1,1,10735462
11,2,124134743,134856661,1,1,10721918
11,3,124134743,134856661,1,1,10721918
11,3,124189306,134257766,1,1,10068460
11,3,124908352,134856661,1,1,9948309
11,2,125707761,134856661,1,1,9148900
11,3,125867053,134856661,1,1,8989608
11,4,126075768,126391409,1,1,315641
11,3,126526181,130749715,1,1,4223534
11,2,128350071,130773076,1,1,2423005
11,2,128350071,132177633,1,1,3827562
11,3,129722553,131530083,1,1,1807530
11,3,129722553,133712348,1,1,3989795
11,2,129785594,134856661,1,1,5071067
11,2,130750642,134856661,1,1,4106019
11,3,130775688,130780015,1,1,4327
11,3,130775688,134188542,1,1,3412854
11,2,130775782,130780015,1,1,4233
11,3,130784694,134251777,1,1,3467083
11,7,131531000,134856661,1,1,3325661
11,8,131531000,134158745,1,1,2627745
11,2,132081873,134251777,1,1,2169904
11,3,132081873,134251777,1,1,2169904
11,3,132177740,134257766,1,1,2080026
11,3,133712348,134188542,1,1,476194
11,8,134158817,134856661,1,1,697844
12,3,176089,11199734,1,1,11023645
12,3,176089,133810703,1,1,133634614
12,2,176120,5757029,1,1,5580909
12,2,176120,10759032,1,1,10582912
12,2,176120,11244001,1,1,11067881
12,2,176120,21529212,1,1,21353092
12,7,176120,38712142,1,1,38536022
12,8,176120,38717678,1,1,38541558
12,3,176219,4700221,1,1,4524002
12,3,176219,11000934,1,1,10824715
12,4,176219,6424577,1,1,6248358
12,5,176219,47581629,1,1,47405410
12,2,208322,1590069,1,1,1381747
12,1,235022,319125,1,1,84103
12,2,235022,662448,1,1,427426
12,2,235022,1676039,1,1,1441017
12,2,235022,4835971,1,1,4600949
12,2,235022,11286088,1,1,11051066
12,2,235022,14720583,1,1,14485561
12,3,235022,619809,1,1,384787
12,3,235022,2062135,1,1,1827113
12,3,235022,5841841,1,1,5606819
12,3,235022,6055132,1,1,5820110
12,3,235022,6145529,1,1,5910507
12,3,235022,6167196,1,1,5932174
12,3,235022,6459326,1,1,6224304
12,3,235022,7065406,1,1,6830384
12,3,235022,7803562,1,1,7568540
12,3,235022,8765447,1,1,8530425
12,3,235022,11183451,1,1,10948429
12,3,235022,11214273,1,1,10979251
12,3,235022,11244001,1,1,11008979
12,3,235022,14688644,1,1,14453622
12,3,235022,33576990,1,1,33341968
12,3,235022,50146950,1,1,49911928
12,3,235022,120067561,1,1,119832539
12,3,235022,133796033,1,1,133561011
12,4,235022,4835971,1,1,4600949
12,4,235022,10959031,1,1,10724009
12,4,235022,17142546,1,1,16907524
12,4,235022,29496224,1,1,29261202
12,4,235022,130838987,1,1,130603965
12,4,235022,133796033,1,1,133561011
12,5,235022,752327,1,1,517305
12,5,235022,863517,1,1,628495
12,5,235022,2061982,1,1,1826960
12,5,235022,133796033,1,1,133561011
12,6,235022,11286088,1,1,11051066
12,6,235022,38712142,1,1,38477120
12,8,235022,11286088,1,1,11051066
12,2,248071,103298587,1,1,103050516
12,3,248071,96371894,1,1,96123823
12,3,248071,96374614,1,1,96126543
12,3,248071,97639049,1,1,97390978
12,3,248071,98849179,1,1,98601108
12,5,248071,95443034,1,1,95194963
12,5,248071,97639144,1,1,97391073
12,2,330315,11904770,1,1,11574455
12,4,753331,13769664,1,1,13016333
12,4,936468,13769664,1,1,12833196
12,2,1590069,7054859,1,1,5464790
12,3,2062075,2077931,1,1,15856
12,2,2064575,2077931,1,1,13356
12,3,2080373,6062889,1,1,3982516
12,5,2080373,20893108,1,1,18812735
12,1,3409149,3409149,1,1,0
12,2,3409277,4554413,1,1,1145136
12,7,3490546,5154462,1,1,1663916
12,7,3701390,5154462,1,1,1453072
12,8,3701390,8608583,1,1,4907193
12,7,3702219,5154462,1,1,1452243
12,3,4537431,9577310,1,1,5039879
12,1,4554548,4735737,1,1,181189
12,1,4736495,4758188,1,1,21693
12,3,4877689,13154123,1,1,8276434
12,2,5021228,12230938,1,1,7209710
12,2,5021228,18473928,1,1,13452700
12,2,5154462,11199734,1,1,6045272
12,2,5154462,11201766,1,1,6047304
12,2,5603632,14688644,1,1,9085012
12,4,5603632,14720583,1,1,9116951
12,8,5603632,6439470,1,1,835838
12,2,5841733,21011581,1,1,15169848
12,3,5916350,6172202,1,1,255852
12,3,5916350,6230288,1,1,313938
12,4,5916350,6230288,1,1,313938
12,4,6062853,6153738,1,1,90885
12,3,6078616,11286088,1,1,5207472
12,8,6143984,6435575,1,1,291591
12,8,6143984,6439470,1,1,295486
12,3,6153514,29639186,1,1,23485672
12,3,6153739,10759032,1,1,4605293
12,3,6172202,23998888,1,1,17826686
12,2,6230288,24048729,1,1,17818441
12,2,6232426,24048729,1,1,17816303
12,3,6232426,11904767,1,1,5672341
12,3,6427052,9004512,1,1,2577460
12,8,6435753,9352908,1,1,2917155
12,8,6457062,9456729,1,1,2999667
12,8,6457062,9462984,1,1,3005922
12,2,6483463,7087711,1,1,604248
12,3,7065576,11286088,1,1,4220512
12,3,7090193,33576990,1,1,26486797
12,1,7175872,7244962,1,1,69090
12,2,7175872,7288734,1,1,112862
12,3,7803646,11214273,1,1,3410627
12,8,8612336,9832882,1,1,1220546
12,3,8813362,33576990,1,1,24763628
12,4,9004667,47581629,1,1,38576962
12,3,9450484,9580280,1,1,129796
12,3,9451186,9572871,1,1,121685
12,4,9455342,10171128,1,1,715786
12,5,9456838,10241593,1,1,784755
12,5,9463010,10015177,1,1,552167
12,2,9840773,9980243,1,1,139470
12,4,9840773,12879254,1,1,3038481
12,3,10041364,10171128,1,1,129764
12,7,10241829,10875488,1,1,633659
12,2,10748314,10760380,1,1,12066
12,3,10760305,11286282,1,1,525977
12,2,10765316,11199734,1,1,434418
12,4,10962115,49048738,1,1,38086623
12,6,10978402,11285802,1,1,307400
12,3,11091432,21317810,1,1,10226378
12,2,11150319,11183451,1,1,33132
12,2,11175150,11338781,1,1,163631
12,3,11183255,11244234,1,1,60979
12,5,11183427,11338614,1,1,155187
12,4,11183832,11285802,1,1,101970
12,8,11199734,11285839,1,1,86105
12,2,11201726,11338614,1,1,136888
12,4,11201869,11244015,1,1,42146
12,1,11243864,11244009,1,1,145
12,2,11243864,11244036,1,1,172
12,3,11243883,11244261,1,1,378
12,1,11244001,11244261,1,1,260
12,2,11244001,11244008,1,1,7
12,2,11244001,11286323,1,1,42322
12,2,11244001,11338983,1,1,94982
12,4,11244001,11285802,1,1,41801
12,1,11244008,11244008,1,1,0
12,2,11244008,11244008,1,1,0
12,6,11244008,11285802,1,1,41794
12,1,11244009,11285802,1,1,41793
12,7,11244009,11285839,1,1,41830
12,1,11244015,11244261,1,1,246
12,2,11244036,32974245,1,1,21730209
12,1,11244234,11244243,1,1,9
12,2,11244234,11244243,1,1,9
12,1,11244252,11338669,1,1,94417
12,2,11244252,11338669,1,1,94417
12,3,11244252,12230938,1,1,986686
12,2,11285802,13155166,1,1,1869364
12,3,11285802,23998888,1,1,12713086
12,2,11285839,32974245,1,1,21688406
12,3,11286088,21220349,1,1,9934261
12,3,11286088,23696116,1,1,12410028
12,3,11286088,48379964,1,1,37093876
12,3,11286088,52632640,1,1,41346552
12,3,11286088,52700100,1,1,41414012
12,3,11286088,70280797,1,1,58994709
12,3,11286088,119871387,1,1,108585299
12,3,11286289,22665486,1,1,11379197
12,2,11338539,11339020,1,1,481
12,3,11338539,11338669,1,1,130
12,3,11338539,22606738,1,1,11268199
12,5,11338539,11338669,1,1,130
12,2,11338669,13208552,1,1,1869883
12,3,11338750,20522252,1,1,9183502
12,3,11338750,33021934,1,1,21683184
12,6,11338750,38712142,1,1,27373392
12,8,11338750,38712142,1,1,27373392
12,3,11338983,32897586,1,1,21558603
12,3,11338983,38712142,1,1,27373159
12,2,11462275,32974245,1,1,21511970
12,2,11904770,24048729,1,1,12143959
12,2,11905531,23998888,1,1,12093357
12,4,12240199,12814818,1,1,574619
12,4,12240199,13769664,1,1,1529465
12,3,12483275,23998888,1,1,11515613
12,2,12618690,41582590,1,1,28963900
12,5,12967127,16397677,1,1,3430550
12,4,13154790,20903865,1,1,7749075
12,3,14018777,29721945,1,1,15703168
12,3,14018777,29936613,1,1,15917836
12,2,14577892,18473928,1,1,3896036
12,2,15661441,31256546,1,1,15595105
12,3,16397746,22213786,1,1,5816040
12,4,18234422,47162938,1,1,28928516
12,4,18435452,26231898,1,1,7796446
12,2,18801017,22068849,1,1,3267832
12,3,18801017,26581306,1,1,7780289
12,3,20709733,25343516,1,1,4633783
12,4,20903757,21176247,1,1,272490
12,3,20905250,21713308,1,1,808058
12,1,21011480,21015760,1,1,4280
12,2,21013948,21529212,1,1,515264
12,2,21054918,21329738,1,1,274820
12,2,21200089,21331625,1,1,131536
12,2,21201663,21325814,1,1,124151
12,5,21201663,33576990,1,1,12375327
12,2,21317791,21331625,1,1,13834
12,2,21317922,21331625,1,1,13703
12,1,21327740,21609907,1,1,282167
12,2,21329738,21711111,1,1,381373
12,3,21331987,52649954,1,1,31317967
12,2,21590621,21615935,1,1,25314
12,3,21615935,50197880,1,1,28581945
12,4,21713402,50344976,1,1,28631574
12,3,22078838,26581306,1,1,4502468
